sender,subject,date,inferred research area,closest area from profile.md,classification,short reason,useful to me
Academia Mentions premium@academia-mail.com,Are you the “H. Lee” cited in Gesture papers?,2025-09-05T17:25:49+00:00,Gesture recognition (unspecified modality),Core — Generalizable EMG/biosignal decoding,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Academia Mentions premium@academia-mail.com,Are you the “Hunmin Lee” cited in Capacitive Sensing papers?,2025-09-04T16:53:15+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Mentioned by Hunmin Lee premium@academia-mail.com,Are you the “H. Lee” cited in Gesture Recognition papers?,2025-09-02T15:46:05+00:00,Gesture recognition (unspecified modality),Core — Generalizable EMG/biosignal decoding,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Jie Ma premium@academia-mail.com,Are you the “Hunmin Lee” cited in Computer Science papers?,2025-08-31T14:34:12+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Mentioned by Hunmin Lee premium@academia-mail.com,"$1, 30 day trial. Are you the “Hunmin Lee” cited in Gesture Recognition papers?",2025-08-30T14:03:36+00:00,Gesture recognition (unspecified modality),Core — Generalizable EMG/biosignal decoding,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Mentioned by Hunmin Lee premium@academia-mail.com,Are you the “Hunmin Lee” mentioned in Gesture papers?,2025-08-28T12:52:40+00:00,Gesture recognition (unspecified modality),Core — Generalizable EMG/biosignal decoding,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com",Survey: Human Computer Interaction,2025-08-27T06:22:40-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com","""A novel drought index integrating GNSS and precipitation data for drought monitoring in Brazil"" is ready to read",2025-08-26T16:30:52-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
Mentioned by Hunmin Lee premium@academia-mail.com,Are you the “H. Lee” cited in Engineering papers?,2025-08-26T11:38:12+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Academia.edu"" premium@academia-mail.com","Hunmin Lee and ""A BPRCNN Based Hand Motion Classifier Using Electric Field Sensors"" are mentioned in a paper uploaded to Academia",2025-08-26T05:20:00+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Routledge Books routledgebooks@email.routledge.com,25% Off Bestselling Books!,2025-08-25T12:05:52-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Mentioned by Jie Ma premium@academia-mail.com,Are you the “Hunmin Lee” cited in arXiv papers?,2025-08-25T10:58:36+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Mentioned by Wan Hyun Cho premium@academia-mail.com,"$1, 30 day trial. “Hunmin Lee” cited by “Wan Hyun Cho”",2025-08-23T09:45:39+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
"""Academia.edu"" premium@academia-mail.com","The name ""Hunmin Lee"" is mentioned in a paper published in Electronics",2025-08-22T08:13:27+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Computer Science papers?,2025-08-21T08:29:03+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Myung Hwan Na premium@academia-mail.com,“Hunmin Lee” cited by “Myung Hwan Na”,2025-08-20T07:49:08+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
"""Academia.edu"" premium@academia-mail.com","The name ""Hunmin Lee"" is mentioned by a CHEMICAL SCIENCES researcher in a paper uploaded to Academia",2025-08-18T05:52:48+00:00,Chemistry/materials/physical sciences,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,“H. Lee” cited by “Paniz Hosseini”,2025-08-16T05:24:01+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Hunmin Lee premium@academia-mail.com,"$1, 30 day trial. “H. Lee” cited by “Hunmin Lee”",2025-08-15T04:46:32+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Hunmin Lee premium@academia-mail.com,Are you the “Hunmin Lee” mentioned in Gesture Recognition papers?,2025-08-13T03:32:32+00:00,Gesture recognition (unspecified modality),Core — Generalizable EMG/biosignal decoding,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Mentioned by Hunmin Lee premium@academia-mail.com,“H. Lee” cited by “Hunmin Lee”,2025-08-11T02:12:06+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Hunmin Lee premium@academia-mail.com,Are you the “H. Lee” cited in Gesture papers?,2025-08-10T01:27:42+00:00,Gesture recognition (unspecified modality),Core — Generalizable EMG/biosignal decoding,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Hunmin Lee premium@academia-mail.com,"$1, 30 day trial. “Hunmin Lee” cited by “Hunmin Lee”",2025-08-08T00:16:44+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Mentioned by Hunmin Lee premium@academia-mail.com,Are you the “Hunmin Lee” mentioned in Engineering papers?,2025-08-05T22:50:26+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
